date,commodity_id,commodity_name,price,day_of_year
2024-12-07,bawang_putih,Bawang Putih,41945,342
2024-12-08,bawang_putih,Bawang Putih,41944,343
2024-12-09,bawang_putih,Bawang Putih,41962,344
2024-12-10,bawang_putih,Bawang Putih,41906,345
2024-12-11,bawang_putih,Bawang Putih,41795,346
2024-12-12,bawang_putih,Bawang Putih,41838,347
2024-12-13,bawang_putih,Bawang Putih,41854,348
2024-12-14,bawang_putih,Bawang Putih,42027,349
2024-12-15,bawang_putih,Bawang Putih,41978,350
2024-12-16,bawang_putih,Bawang Putih,42213,351
2024-12-17,bawang_putih,Bawang Putih,42412,352
2024-12-18,bawang_putih,Bawang Putih,42283,353
2024-12-19,bawang_putih,Bawang Putih,42304,354
2024-12-20,bawang_putih,Bawang Putih,42222,355
2024-12-21,bawang_putih,Bawang Putih,42248,356
2024-12-22,bawang_putih,Bawang Putih,42352,357
2024-12-23,bawang_putih,Bawang Putih,42162,358
2024-12-24,bawang_putih,Bawang Putih,42072,359
2024-12-25,bawang_putih,Bawang Putih,42193,360
2024-12-26,bawang_putih,Bawang Putih,42097,361
2024-12-27,bawang_putih,Bawang Putih,42379,362
2024-12-28,bawang_putih,Bawang Putih,42553,363
2024-12-29,bawang_putih,Bawang Putih,42583,364
2024-12-30,bawang_putih,Bawang Putih,42500,365
2024-12-31,bawang_putih,Bawang Putih,42576,366
2025-01-01,bawang_putih,Bawang Putih,42709,1
2025-01-02,bawang_putih,Bawang Putih,42626,2
2025-01-03,bawang_putih,Bawang Putih,42594,3
2025-01-04,bawang_putih,Bawang Putih,42561,4
2025-01-05,bawang_putih,Bawang Putih,42374,5
2025-01-06,bawang_putih,Bawang Putih,42600,6
2025-01-07,bawang_putih,Bawang Putih,42654,7
2025-01-08,bawang_putih,Bawang Putih,42719,8
2025-01-09,bawang_putih,Bawang Putih,42479,9
2025-01-10,bawang_putih,Bawang Putih,42457,10
2025-01-11,bawang_putih,Bawang Putih,42546,11
2025-01-12,bawang_putih,Bawang Putih,42677,12
2025-01-13,bawang_putih,Bawang Putih,42759,13
2025-01-14,bawang_putih,Bawang Putih,42716,14
2025-01-15,bawang_putih,Bawang Putih,42755,15
2025-01-16,bawang_putih,Bawang Putih,42779,16
2025-01-17,bawang_putih,Bawang Putih,42673,17
2025-01-18,bawang_putih,Bawang Putih,42360,18
2025-01-19,bawang_putih,Bawang Putih,42173,19
2025-01-20,bawang_putih,Bawang Putih,42187,20
2025-01-21,bawang_putih,Bawang Putih,42146,21
2025-01-22,bawang_putih,Bawang Putih,42124,22
2025-01-23,bawang_putih,Bawang Putih,42236,23
2025-01-24,bawang_putih,Bawang Putih,42279,24
2025-01-25,bawang_putih,Bawang Putih,42148,25
2025-01-26,bawang_putih,Bawang Putih,42086,26
2025-01-27,bawang_putih,Bawang Putih,42122,27
2025-01-28,bawang_putih,Bawang Putih,42086,28
2025-01-29,bawang_putih,Bawang Putih,42031,29
2025-01-30,bawang_putih,Bawang Putih,41982,30
2025-01-31,bawang_putih,Bawang Putih,41783,31
2025-02-01,bawang_putih,Bawang Putih,41718,32
2025-02-02,bawang_putih,Bawang Putih,41711,33
2025-02-03,bawang_putih,Bawang Putih,41793,34
2025-02-04,bawang_putih,Bawang Putih,41753,35
2025-02-05,bawang_putih,Bawang Putih,41544,36
2025-02-06,bawang_putih,Bawang Putih,41366,37
2025-02-07,bawang_putih,Bawang Putih,41113,38
2025-02-08,bawang_putih,Bawang Putih,40996,39
2025-02-09,bawang_putih,Bawang Putih,41011,40
2025-02-10,bawang_putih,Bawang Putih,41041,41
2025-02-11,bawang_putih,Bawang Putih,41054,42
2025-02-12,bawang_putih,Bawang Putih,41076,43
2025-02-13,bawang_putih,Bawang Putih,41019,44
2025-02-14,bawang_putih,Bawang Putih,41093,45
2025-02-15,bawang_putih,Bawang Putih,41248,46
2025-02-16,bawang_putih,Bawang Putih,41246,47
2025-02-17,bawang_putih,Bawang Putih,41263,48
2025-02-18,bawang_putih,Bawang Putih,41277,49
2025-02-19,bawang_putih,Bawang Putih,41280,50
2025-02-20,bawang_putih,Bawang Putih,41523,51
2025-02-21,bawang_putih,Bawang Putih,41741,52
2025-02-22,bawang_putih,Bawang Putih,41761,53
2025-02-23,bawang_putih,Bawang Putih,41729,54
2025-02-24,bawang_putih,Bawang Putih,41609,55
2025-02-25,bawang_putih,Bawang Putih,41362,56
2025-02-26,bawang_putih,Bawang Putih,41451,57
2025-02-27,bawang_putih,Bawang Putih,41494,58
2025-02-28,bawang_putih,Bawang Putih,41327,59
2025-03-01,bawang_putih,Bawang Putih,41272,60
2025-03-02,bawang_putih,Bawang Putih,41320,61
2025-03-03,bawang_putih,Bawang Putih,41556,62
2025-03-04,bawang_putih,Bawang Putih,41511,63
2025-03-05,bawang_putih,Bawang Putih,41390,64
2025-03-06,bawang_putih,Bawang Putih,41496,65
2025-03-07,bawang_putih,Bawang Putih,41569,66
2025-03-08,bawang_putih,Bawang Putih,41604,67
2025-03-09,bawang_putih,Bawang Putih,41723,68
2025-03-10,bawang_putih,Bawang Putih,41875,69
2025-03-11,bawang_putih,Bawang Putih,41685,70
2025-03-12,bawang_putih,Bawang Putih,41750,71
2025-03-13,bawang_putih,Bawang Putih,41706,72
2025-03-14,bawang_putih,Bawang Putih,41773,73
2025-03-15,bawang_putih,Bawang Putih,41647,74
2025-03-16,bawang_putih,Bawang Putih,41589,75
2025-03-17,bawang_putih,Bawang Putih,41620,76
2025-03-18,bawang_putih,Bawang Putih,41605,77
2025-03-19,bawang_putih,Bawang Putih,41417,78
2025-03-20,bawang_putih,Bawang Putih,41456,79
2025-03-21,bawang_putih,Bawang Putih,41703,80
2025-03-22,bawang_putih,Bawang Putih,41769,81
2025-03-23,bawang_putih,Bawang Putih,41833,82
2025-03-24,bawang_putih,Bawang Putih,41801,83
2025-03-25,bawang_putih,Bawang Putih,41609,84
2025-03-26,bawang_putih,Bawang Putih,41724,85
2025-03-27,bawang_putih,Bawang Putih,41749,86
2025-03-28,bawang_putih,Bawang Putih,41673,87
2025-03-29,bawang_putih,Bawang Putih,41594,88
2025-03-30,bawang_putih,Bawang Putih,41433,89
2025-03-31,bawang_putih,Bawang Putih,41454,90
2025-04-01,bawang_putih,Bawang Putih,41544,91
2025-04-02,bawang_putih,Bawang Putih,41439,92
2025-04-03,bawang_putih,Bawang Putih,41292,93
2025-04-04,bawang_putih,Bawang Putih,41409,94
2025-04-05,bawang_putih,Bawang Putih,41401,95
2025-04-06,bawang_putih,Bawang Putih,41580,96
2025-04-07,bawang_putih,Bawang Putih,41559,97
2025-04-08,bawang_putih,Bawang Putih,41534,98
2025-04-09,bawang_putih,Bawang Putih,41644,99
2025-04-10,bawang_putih,Bawang Putih,41595,100
2025-04-11,bawang_putih,Bawang Putih,41748,101
2025-04-12,bawang_putih,Bawang Putih,41942,102
2025-04-13,bawang_putih,Bawang Putih,41944,103
2025-04-14,bawang_putih,Bawang Putih,41915,104
2025-04-15,bawang_putih,Bawang Putih,41988,105
2025-04-16,bawang_putih,Bawang Putih,41862,106
2025-04-17,bawang_putih,Bawang Putih,41787,107
2025-04-18,bawang_putih,Bawang Putih,41734,108
2025-04-19,bawang_putih,Bawang Putih,41751,109
2025-04-20,bawang_putih,Bawang Putih,41861,110
2025-04-21,bawang_putih,Bawang Putih,42139,111
2025-04-22,bawang_putih,Bawang Putih,42045,112
2025-04-23,bawang_putih,Bawang Putih,41910,113
2025-04-24,bawang_putih,Bawang Putih,42041,114
2025-04-25,bawang_putih,Bawang Putih,42056,115
2025-04-26,bawang_putih,Bawang Putih,42245,116
2025-04-27,bawang_putih,Bawang Putih,42156,117
2025-04-28,bawang_putih,Bawang Putih,42251,118
2025-04-29,bawang_putih,Bawang Putih,42078,119
2025-04-30,bawang_putih,Bawang Putih,42177,120
2025-05-01,bawang_putih,Bawang Putih,42087,121
2025-05-02,bawang_putih,Bawang Putih,41898,122
2025-05-03,bawang_putih,Bawang Putih,41952,123
2025-05-04,bawang_putih,Bawang Putih,41948,124
2025-05-05,bawang_putih,Bawang Putih,41933,125
2025-05-06,bawang_putih,Bawang Putih,41764,126
2025-05-07,bawang_putih,Bawang Putih,41895,127
2025-05-08,bawang_putih,Bawang Putih,42002,128
2025-05-09,bawang_putih,Bawang Putih,42034,129
2025-05-10,bawang_putih,Bawang Putih,42022,130
2025-05-11,bawang_putih,Bawang Putih,41993,131
2025-05-12,bawang_putih,Bawang Putih,42053,132
2025-05-13,bawang_putih,Bawang Putih,41856,133
2025-05-14,bawang_putih,Bawang Putih,41876,134
2025-05-15,bawang_putih,Bawang Putih,41703,135
2025-05-16,bawang_putih,Bawang Putih,41513,136
2025-05-17,bawang_putih,Bawang Putih,41227,137
2025-05-18,bawang_putih,Bawang Putih,41100,138
2025-05-19,bawang_putih,Bawang Putih,41265,139
2025-05-20,bawang_putih,Bawang Putih,41277,140
2025-05-21,bawang_putih,Bawang Putih,41337,141
2025-05-22,bawang_putih,Bawang Putih,41482,142
2025-05-23,bawang_putih,Bawang Putih,41519,143
2025-05-24,bawang_putih,Bawang Putih,41471,144
2025-05-25,bawang_putih,Bawang Putih,41484,145
2025-05-26,bawang_putih,Bawang Putih,41389,146
2025-05-27,bawang_putih,Bawang Putih,41307,147
2025-05-28,bawang_putih,Bawang Putih,41360,148
2025-05-29,bawang_putih,Bawang Putih,41238,149
2025-05-30,bawang_putih,Bawang Putih,41414,150
2025-05-31,bawang_putih,Bawang Putih,41451,151
2025-06-01,bawang_putih,Bawang Putih,41518,152
2025-06-02,bawang_putih,Bawang Putih,41585,153
2025-06-03,bawang_putih,Bawang Putih,41607,154
2025-06-04,bawang_putih,Bawang Putih,41617,155
2025-06-05,bawang_putih,Bawang Putih,41709,156
2025-06-06,bawang_putih,Bawang Putih,41738,157
2025-06-07,bawang_putih,Bawang Putih,41784,158
2025-06-08,bawang_putih,Bawang Putih,41989,159
2025-06-09,bawang_putih,Bawang Putih,42127,160
2025-06-10,bawang_putih,Bawang Putih,42061,161
2025-06-11,bawang_putih,Bawang Putih,42055,162
2025-06-12,bawang_putih,Bawang Putih,42037,163
2025-06-13,bawang_putih,Bawang Putih,41959,164
2025-06-14,bawang_putih,Bawang Putih,41988,165
2025-06-15,bawang_putih,Bawang Putih,41925,166
2025-06-16,bawang_putih,Bawang Putih,41743,167
2025-06-17,bawang_putih,Bawang Putih,41817,168
2025-06-18,bawang_putih,Bawang Putih,41916,169
2025-06-19,bawang_putih,Bawang Putih,42111,170
2025-06-20,bawang_putih,Bawang Putih,42355,171
2025-06-21,bawang_putih,Bawang Putih,42249,172
2025-06-22,bawang_putih,Bawang Putih,42089,173
2025-06-23,bawang_putih,Bawang Putih,42187,174
2025-06-24,bawang_putih,Bawang Putih,42231,175
2025-06-25,bawang_putih,Bawang Putih,42015,176
2025-06-26,bawang_putih,Bawang Putih,41816,177
2025-06-27,bawang_putih,Bawang Putih,42008,178
2025-06-28,bawang_putih,Bawang Putih,42231,179
2025-06-29,bawang_putih,Bawang Putih,42228,180
2025-06-30,bawang_putih,Bawang Putih,42319,181
2025-07-01,bawang_putih,Bawang Putih,42365,182
2025-07-02,bawang_putih,Bawang Putih,42312,183
2025-07-03,bawang_putih,Bawang Putih,42581,184
2025-07-04,bawang_putih,Bawang Putih,42545,185
2025-07-05,bawang_putih,Bawang Putih,42542,186
2025-07-06,bawang_putih,Bawang Putih,42679,187
2025-07-07,bawang_putih,Bawang Putih,42909,188
2025-07-08,bawang_putih,Bawang Putih,42566,189
2025-07-09,bawang_putih,Bawang Putih,42480,190
2025-07-10,bawang_putih,Bawang Putih,42519,191
2025-07-11,bawang_putih,Bawang Putih,42677,192
2025-07-12,bawang_putih,Bawang Putih,42656,193
2025-07-13,bawang_putih,Bawang Putih,42718,194
2025-07-14,bawang_putih,Bawang Putih,42749,195
2025-07-15,bawang_putih,Bawang Putih,42803,196
2025-07-16,bawang_putih,Bawang Putih,42716,197
2025-07-17,bawang_putih,Bawang Putih,42566,198
2025-07-18,bawang_putih,Bawang Putih,42342,199
2025-07-19,bawang_putih,Bawang Putih,42399,200
2025-07-20,bawang_putih,Bawang Putih,42391,201
2025-07-21,bawang_putih,Bawang Putih,42326,202
2025-07-22,bawang_putih,Bawang Putih,42456,203
2025-07-23,bawang_putih,Bawang Putih,42415,204
2025-07-24,bawang_putih,Bawang Putih,42246,205
2025-07-25,bawang_putih,Bawang Putih,42311,206
2025-07-26,bawang_putih,Bawang Putih,42348,207
2025-07-27,bawang_putih,Bawang Putih,42147,208
2025-07-28,bawang_putih,Bawang Putih,41996,209
2025-07-29,bawang_putih,Bawang Putih,42025,210
2025-07-30,bawang_putih,Bawang Putih,41914,211
2025-07-31,bawang_putih,Bawang Putih,42040,212
2025-08-01,bawang_putih,Bawang Putih,42236,213
2025-08-02,bawang_putih,Bawang Putih,42326,214
2025-08-03,bawang_putih,Bawang Putih,42401,215
2025-08-04,bawang_putih,Bawang Putih,42299,216
2025-08-05,bawang_putih,Bawang Putih,42173,217
2025-08-06,bawang_putih,Bawang Putih,42245,218
2025-08-07,bawang_putih,Bawang Putih,42241,219
2025-08-08,bawang_putih,Bawang Putih,42366,220
2025-08-09,bawang_putih,Bawang Putih,42589,221
2025-08-10,bawang_putih,Bawang Putih,42616,222
2025-08-11,bawang_putih,Bawang Putih,42478,223
2025-08-12,bawang_putih,Bawang Putih,42388,224
2025-08-13,bawang_putih,Bawang Putih,42365,225
2025-08-14,bawang_putih,Bawang Putih,42148,226
2025-08-15,bawang_putih,Bawang Putih,41981,227
2025-08-16,bawang_putih,Bawang Putih,41963,228
2025-08-17,bawang_putih,Bawang Putih,41955,229
2025-08-18,bawang_putih,Bawang Putih,42084,230
2025-08-19,bawang_putih,Bawang Putih,42100,231
2025-08-20,bawang_putih,Bawang Putih,42053,232
2025-08-21,bawang_putih,Bawang Putih,42084,233
2025-08-22,bawang_putih,Bawang Putih,42223,234
2025-08-23,bawang_putih,Bawang Putih,42215,235
2025-08-24,bawang_putih,Bawang Putih,42537,236
2025-08-25,bawang_putih,Bawang Putih,42614,237
2025-08-26,bawang_putih,Bawang Putih,42468,238
2025-08-27,bawang_putih,Bawang Putih,42530,239
2025-08-28,bawang_putih,Bawang Putih,42397,240
2025-08-29,bawang_putih,Bawang Putih,42427,241
2025-08-30,bawang_putih,Bawang Putih,42554,242
2025-08-31,bawang_putih,Bawang Putih,42487,243
2025-09-01,bawang_putih,Bawang Putih,42611,244
2025-09-02,bawang_putih,Bawang Putih,42573,245
2025-09-03,bawang_putih,Bawang Putih,42531,246
2025-09-04,bawang_putih,Bawang Putih,42586,247
2025-09-05,bawang_putih,Bawang Putih,42487,248
2025-09-06,bawang_putih,Bawang Putih,42463,249
2025-09-07,bawang_putih,Bawang Putih,42375,250
2025-09-08,bawang_putih,Bawang Putih,42380,251
2025-09-09,bawang_putih,Bawang Putih,42500,252
2025-09-10,bawang_putih,Bawang Putih,42495,253
2025-09-11,bawang_putih,Bawang Putih,42470,254
2025-09-12,bawang_putih,Bawang Putih,42567,255
2025-09-13,bawang_putih,Bawang Putih,42398,256
2025-09-14,bawang_putih,Bawang Putih,42331,257
2025-09-15,bawang_putih,Bawang Putih,42187,258
2025-09-16,bawang_putih,Bawang Putih,42091,259
2025-09-17,bawang_putih,Bawang Putih,42076,260
2025-09-18,bawang_putih,Bawang Putih,42077,261
2025-09-19,bawang_putih,Bawang Putih,42107,262
2025-09-20,bawang_putih,Bawang Putih,41977,263
2025-09-21,bawang_putih,Bawang Putih,41905,264
2025-09-22,bawang_putih,Bawang Putih,41916,265
2025-09-23,bawang_putih,Bawang Putih,41794,266
2025-09-24,bawang_putih,Bawang Putih,41761,267
2025-09-25,bawang_putih,Bawang Putih,42029,268
2025-09-26,bawang_putih,Bawang Putih,42157,269
2025-09-27,bawang_putih,Bawang Putih,42173,270
2025-09-28,bawang_putih,Bawang Putih,42131,271
2025-09-29,bawang_putih,Bawang Putih,42246,272
2025-09-30,bawang_putih,Bawang Putih,42245,273
2025-10-01,bawang_putih,Bawang Putih,42131,274
2025-10-02,bawang_putih,Bawang Putih,42246,275
2025-10-03,bawang_putih,Bawang Putih,42195,276
2025-10-04,bawang_putih,Bawang Putih,42193,277
2025-10-05,bawang_putih,Bawang Putih,42103,278
2025-10-06,bawang_putih,Bawang Putih,42004,279
2025-10-07,bawang_putih,Bawang Putih,42232,280
2025-10-08,bawang_putih,Bawang Putih,42480,281
2025-10-09,bawang_putih,Bawang Putih,42369,282
2025-10-10,bawang_putih,Bawang Putih,42164,283
2025-10-11,bawang_putih,Bawang Putih,42292,284
2025-10-12,bawang_putih,Bawang Putih,42395,285
2025-10-13,bawang_putih,Bawang Putih,42448,286
2025-10-14,bawang_putih,Bawang Putih,42249,287
2025-10-15,bawang_putih,Bawang Putih,42237,288
2025-10-16,bawang_putih,Bawang Putih,42083,289
2025-10-17,bawang_putih,Bawang Putih,41822,290
2025-10-18,bawang_putih,Bawang Putih,41899,291
2025-10-19,bawang_putih,Bawang Putih,41905,292
2025-10-20,bawang_putih,Bawang Putih,41760,293
2025-10-21,bawang_putih,Bawang Putih,41683,294
2025-10-22,bawang_putih,Bawang Putih,41809,295
2025-10-23,bawang_putih,Bawang Putih,41658,296
2025-10-24,bawang_putih,Bawang Putih,41813,297
2025-10-25,bawang_putih,Bawang Putih,41739,298
2025-10-26,bawang_putih,Bawang Putih,41632,299
2025-10-27,bawang_putih,Bawang Putih,41516,300
2025-10-28,bawang_putih,Bawang Putih,41664,301
2025-10-29,bawang_putih,Bawang Putih,41784,302
2025-10-30,bawang_putih,Bawang Putih,41673,303
2025-10-31,bawang_putih,Bawang Putih,41710,304
2025-11-01,bawang_putih,Bawang Putih,41786,305
2025-11-02,bawang_putih,Bawang Putih,41892,306
2025-11-03,bawang_putih,Bawang Putih,41928,307
2025-11-04,bawang_putih,Bawang Putih,42043,308
2025-11-05,bawang_putih,Bawang Putih,42059,309
2025-11-06,bawang_putih,Bawang Putih,41858,310
2025-11-07,bawang_putih,Bawang Putih,41959,311
2025-11-08,bawang_putih,Bawang Putih,41844,312
2025-11-09,bawang_putih,Bawang Putih,42065,313
2025-11-10,bawang_putih,Bawang Putih,42192,314
2025-11-11,bawang_putih,Bawang Putih,42162,315
2025-11-12,bawang_putih,Bawang Putih,41958,316
2025-11-13,bawang_putih,Bawang Putih,41909,317
2025-11-14,bawang_putih,Bawang Putih,41872,318
2025-11-15,bawang_putih,Bawang Putih,41845,319
2025-11-16,bawang_putih,Bawang Putih,41876,320
2025-11-17,bawang_putih,Bawang Putih,42188,321
2025-11-18,bawang_putih,Bawang Putih,42237,322
2025-11-19,bawang_putih,Bawang Putih,42296,323
2025-11-20,bawang_putih,Bawang Putih,42447,324
2025-11-21,bawang_putih,Bawang Putih,42259,325
2025-11-22,bawang_putih,Bawang Putih,42396,326
2025-11-23,bawang_putih,Bawang Putih,42359,327
2025-11-24,bawang_putih,Bawang Putih,42357,328
2025-11-25,bawang_putih,Bawang Putih,42404,329
2024-11-26,tomat,Tomat,10942,331
2024-11-27,tomat,Tomat,10974,332
2024-11-28,tomat,Tomat,10986,333
2024-11-29,tomat,Tomat,11002,334
2024-11-30,tomat,Tomat,10966,335
2024-12-01,tomat,Tomat,11022,336
2024-12-02,tomat,Tomat,10980,337
2024-12-03,tomat,Tomat,10987,338
2024-12-04,tomat,Tomat,11032,339
2024-12-05,tomat,Tomat,11046,340
2024-12-06,tomat,Tomat,11064,341
2024-12-07,tomat,Tomat,11125,342
2024-12-08,tomat,Tomat,11106,343
2024-12-09,tomat,Tomat,11172,344
2024-12-10,tomat,Tomat,11262,345
2024-12-11,tomat,Tomat,11283,346
2024-12-12,tomat,Tomat,11304,347
2024-12-13,tomat,Tomat,11390,348
2024-12-14,tomat,Tomat,11457,349
2024-12-15,tomat,Tomat,11541,350
2024-12-16,tomat,Tomat,11591,351
2024-12-17,tomat,Tomat,11626,352
2024-12-18,tomat,Tomat,11681,353
2024-12-19,tomat,Tomat,11649,354
2024-12-20,tomat,Tomat,11693,355
2024-12-21,tomat,Tomat,11732,356
2024-12-22,tomat,Tomat,11835,357
2024-12-23,tomat,Tomat,11836,358
2024-12-24,tomat,Tomat,11945,359
2024-12-25,tomat,Tomat,11934,360
2024-12-26,tomat,Tomat,12063,361
2024-12-27,tomat,Tomat,12049,362
2024-12-28,tomat,Tomat,12061,363
2024-12-29,tomat,Tomat,12109,364
2024-12-30,tomat,Tomat,12109,365
2024-12-31,tomat,Tomat,12066,366
2025-01-01,tomat,Tomat,12042,1
2025-01-02,tomat,Tomat,12057,2
2025-01-03,tomat,Tomat,12084,3
2025-01-04,tomat,Tomat,12134,4
2025-01-05,tomat,Tomat,12065,5
2025-01-06,tomat,Tomat,12103,6
2025-01-07,tomat,Tomat,12121,7
2025-01-08,tomat,Tomat,12276,8
2025-01-09,tomat,Tomat,12341,9
2025-01-10,tomat,Tomat,12389,10
2025-01-11,tomat,Tomat,12387,11
2025-01-12,tomat,Tomat,12495,12
2025-01-13,tomat,Tomat,12528,13
2025-01-14,tomat,Tomat,12641,14
2025-01-15,tomat,Tomat,12525,15
2025-01-16,tomat,Tomat,12588,16
2025-01-17,tomat,Tomat,12613,17
2025-01-18,tomat,Tomat,12653,18
2025-01-19,tomat,Tomat,12676,19
2025-01-20,tomat,Tomat,12652,20
2025-01-21,tomat,Tomat,12747,21
2025-01-22,tomat,Tomat,12760,22
2025-01-23,tomat,Tomat,12737,23
2025-01-24,tomat,Tomat,12768,24
2025-01-25,tomat,Tomat,12833,25
2025-01-26,tomat,Tomat,12834,26
2025-01-27,tomat,Tomat,12920,27
2025-01-28,tomat,Tomat,12897,28
2025-01-29,tomat,Tomat,12837,29
2025-01-30,tomat,Tomat,12888,30
2025-01-31,tomat,Tomat,12901,31
2025-02-01,tomat,Tomat,12931,32
2025-02-02,tomat,Tomat,12924,33
2025-02-03,tomat,Tomat,12957,34
2025-02-04,tomat,Tomat,13066,35
2025-02-05,tomat,Tomat,13113,36
2025-02-06,tomat,Tomat,13129,37
2025-02-07,tomat,Tomat,13226,38
2025-02-08,tomat,Tomat,13292,39
2025-02-09,tomat,Tomat,13298,40
2025-02-10,tomat,Tomat,13455,41
2025-02-11,tomat,Tomat,13457,42
2025-02-12,tomat,Tomat,13450,43
2025-02-13,tomat,Tomat,13425,44
2025-02-14,tomat,Tomat,13469,45
2025-02-15,tomat,Tomat,13462,46
2025-02-16,tomat,Tomat,13581,47
2025-02-17,tomat,Tomat,13684,48
2025-02-18,tomat,Tomat,13725,49
2025-02-19,tomat,Tomat,13713,50
2025-02-20,tomat,Tomat,13863,51
2025-02-21,tomat,Tomat,13854,52
2025-02-22,tomat,Tomat,13804,53
2025-02-23,tomat,Tomat,13791,54
2025-02-24,tomat,Tomat,13815,55
2025-02-25,tomat,Tomat,13788,56
2025-02-26,tomat,Tomat,13697,57
2025-02-27,tomat,Tomat,13718,58
2025-02-28,tomat,Tomat,13723,59
2025-03-01,tomat,Tomat,13682,60
2025-03-02,tomat,Tomat,13645,61
2025-03-03,tomat,Tomat,13570,62
2025-03-04,tomat,Tomat,13603,63
2025-03-05,tomat,Tomat,13581,64
2025-03-06,tomat,Tomat,13666,65
2025-03-07,tomat,Tomat,13715,66
2025-03-08,tomat,Tomat,13699,67
2025-03-09,tomat,Tomat,13752,68
2025-03-10,tomat,Tomat,13792,69
2025-03-11,tomat,Tomat,13834,70
2025-03-12,tomat,Tomat,13887,71
2025-03-13,tomat,Tomat,13916,72
2025-03-14,tomat,Tomat,13835,73
2025-03-15,tomat,Tomat,13803,74
2025-03-16,tomat,Tomat,13797,75
2025-03-17,tomat,Tomat,13773,76
2025-03-18,tomat,Tomat,13843,77
2025-03-19,tomat,Tomat,13779,78
2025-03-20,tomat,Tomat,13727,79
2025-03-21,tomat,Tomat,13695,80
2025-03-22,tomat,Tomat,13714,81
2025-03-23,tomat,Tomat,13715,82
2025-03-24,tomat,Tomat,13703,83
2025-03-25,tomat,Tomat,13748,84
2025-03-26,tomat,Tomat,13761,85
2025-03-27,tomat,Tomat,13773,86
2025-03-28,tomat,Tomat,13773,87
2025-03-29,tomat,Tomat,13770,88
2025-03-30,tomat,Tomat,13751,89
2025-03-31,tomat,Tomat,13790,90
2025-04-01,tomat,Tomat,13799,91
2025-04-02,tomat,Tomat,13831,92
2025-04-03,tomat,Tomat,13749,93
2025-04-04,tomat,Tomat,13816,94
2025-04-05,tomat,Tomat,13914,95
2025-04-06,tomat,Tomat,13839,96
2025-04-07,tomat,Tomat,13805,97
2025-04-08,tomat,Tomat,13681,98
2025-04-09,tomat,Tomat,13621,99
2025-04-10,tomat,Tomat,13635,100
2025-04-11,tomat,Tomat,13632,101
2025-04-12,tomat,Tomat,13555,102
2025-04-13,tomat,Tomat,13598,103
2025-04-14,tomat,Tomat,13655,104
2025-04-15,tomat,Tomat,13666,105
2025-04-16,tomat,Tomat,13632,106
2025-04-17,tomat,Tomat,13577,107
2025-04-18,tomat,Tomat,13634,108
2025-04-19,tomat,Tomat,13680,109
2025-04-20,tomat,Tomat,13632,110
2025-04-21,tomat,Tomat,13619,111
2025-04-22,tomat,Tomat,13548,112
2025-04-23,tomat,Tomat,13576,113
2025-04-24,tomat,Tomat,13577,114
2025-04-25,tomat,Tomat,13600,115
2025-04-26,tomat,Tomat,13561,116
2025-04-27,tomat,Tomat,13586,117
2025-04-28,tomat,Tomat,13430,118
2025-04-29,tomat,Tomat,13340,119
2025-04-30,tomat,Tomat,13291,120
2025-05-01,tomat,Tomat,13243,121
2025-05-02,tomat,Tomat,13262,122
2025-05-03,tomat,Tomat,13253,123
2025-05-04,tomat,Tomat,13356,124
2025-05-05,tomat,Tomat,13368,125
2025-05-06,tomat,Tomat,13304,126
2025-05-07,tomat,Tomat,13256,127
2025-05-08,tomat,Tomat,13208,128
2025-05-09,tomat,Tomat,13210,129
2025-05-10,tomat,Tomat,13185,130
2025-05-11,tomat,Tomat,13203,131
2025-05-12,tomat,Tomat,13207,132
2025-05-13,tomat,Tomat,13222,133
2025-05-14,tomat,Tomat,13200,134
2025-05-15,tomat,Tomat,13193,135
2025-05-16,tomat,Tomat,13146,136
2025-05-17,tomat,Tomat,13147,137
2025-05-18,tomat,Tomat,13126,138
2025-05-19,tomat,Tomat,13117,139
2025-05-20,tomat,Tomat,13094,140
2025-05-21,tomat,Tomat,13070,141
2025-05-22,tomat,Tomat,13073,142
2025-05-23,tomat,Tomat,13125,143
2025-05-24,tomat,Tomat,13118,144
2025-05-25,tomat,Tomat,13065,145
2025-05-26,tomat,Tomat,13058,146
2025-05-27,tomat,Tomat,13005,147
2025-05-28,tomat,Tomat,13004,148
2025-05-29,tomat,Tomat,12965,149
2025-05-30,tomat,Tomat,12858,150
2025-05-31,tomat,Tomat,12796,151
2025-06-01,tomat,Tomat,12868,152
2025-06-02,tomat,Tomat,12819,153
2025-06-03,tomat,Tomat,12832,154
2025-06-04,tomat,Tomat,12864,155
2025-06-05,tomat,Tomat,12859,156
2025-06-06,tomat,Tomat,12791,157
2025-06-07,tomat,Tomat,12746,158
2025-06-08,tomat,Tomat,12764,159
2025-06-09,tomat,Tomat,12712,160
2025-06-10,tomat,Tomat,12714,161
2025-06-11,tomat,Tomat,12712,162
2025-06-12,tomat,Tomat,12650,163
2025-06-13,tomat,Tomat,12671,164
2025-06-14,tomat,Tomat,12591,165
2025-06-15,tomat,Tomat,12602,166
2025-06-16,tomat,Tomat,12556,167
2025-06-17,tomat,Tomat,12549,168
2025-06-18,tomat,Tomat,12476,169
2025-06-19,tomat,Tomat,12443,170
2025-06-20,tomat,Tomat,12419,171
2025-06-21,tomat,Tomat,12415,172
2025-06-22,tomat,Tomat,12345,173
2025-06-23,tomat,Tomat,12293,174
