Soil_Type,Fertility,Photoperiod,N-P-K Ratio,Temperature,Rainfall,pH,Light_Hours,Light_Intensity,Rh,Nitrogen,Phosphorus,Potassium,Yield,Category_pH,Season,Name
Sandy loam,High,Short Day Period,10:10:10,24.03594894,1162.435278,6.919923752,8.715725931,603.0256893,71.26899338,46.78914168,25.79768129,73.82793675,29.54349745,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,29.16972523,1163.214426,6.361189043,9.022873026,519.0687357,71.36287783,47.99734215,22.56078005,72.95744294,29.05706315,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,26.45476942,1127.992284,6.715736185,8.703013366,487.307625,68.32555809,48.8910647,23.1817825,73.2996052,29.28087754,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,25.79079507,1130.136349,6.712031453,9.003614464,698.0687635,69.33621897,49.10825981,35.530057,72.83539918,28.45021692,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,27.44536383,1121.263789,6.733114439,8.193432668,586.7281404,70.81697548,48.41380294,27.69456409,72.55451211,28.99730571,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,22.18997417,1037.353456,6.76594353,8.233668219,483.3533067,72.53829351,48.68716287,27.12175464,70.41434388,29.37880947,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,25.69981081,1118.399888,6.807858711,8.845176373,438.6148521,70.75871139,48.44004685,29.07966579,74.80742175,28.69434633,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,26.59111712,1059.590846,7.037289105,9.27125266,521.3576014,74.29294452,47.90583191,26.80198285,68.8404037,27.89534245,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,23.62215043,1068.052335,6.531425159,8.966694903,630.6666327,74.88552481,48.89809724,20.15842742,71.72494834,28.5144099,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.42440431,1091.309562,6.805791487,9.065446825,575.8399869,73.61768676,48.22636989,30.49465367,72.39741581,28.50652584,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,22.62674281,1085.048187,7.18476487,9.003764515,595.2799366,69.05460099,48.35664857,32.27359624,72.34519488,29.81499885,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.79281455,1059.299291,6.620416928,9.121023819,557.2819146,67.67379522,49.06163708,27.20703535,72.73461926,28.35773701,low_acidic,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.94870783,1107.913633,6.552127366,8.784064692,491.7502702,71.5082972,48.77954489,26.3757999,72.04291007,29.4307602,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,25.15743769,1116.113492,6.78161799,9.225439242,485.0649589,75.02860671,49.15099388,23.55099025,73.14754607,29.05101195,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,22.98275231,1073.479798,6.473694329,8.992215328,596.5988132,70.56612972,48.6103902,26.16959681,73.50294589,30.21594755,low_acidic,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,26.33033627,1082.312317,6.504484171,8.654919215,580.4318947,67.80127585,48.16154624,25.75363785,73.6572861,28.5811879,low_acidic,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,22.71997815,1014.774265,6.843931636,8.780136458,493.6284268,73.43846399,48.95148007,26.30895774,72.58801476,29.16737528,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,25.41063797,1133.953895,6.923886474,8.934893477,549.3407426,70.61028588,48.80163204,24.83030741,70.59354879,29.46767707,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,21.66569407,1112.658662,6.388026433,8.865242502,539.4458061,68.77462812,48.50134214,21.63656104,77.43461695,28.77190045,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,27.12078851,1060.29873,6.206410464,8.647670389,490.6088144,68.46666651,49.74519581,22.57381059,68.8300513,28.87921136,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,21.57770874,1109.468702,6.754266791,9.294354811,641.6120817,73.15150541,47.59558076,24.96167339,76.22782342,28.46664837,low_acidic,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,25.74345879,1125.27836,6.909475602,8.697781399,423.2006954,69.32975482,48.65866496,30.0806049,72.98383547,28.2730823,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,25.22124606,1097.351635,6.7731547,9.374206741,480.2233999,65.0666978,49.54692593,25.27220591,70.97624715,28.68372329,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,23.23925221,1105.067086,6.604018901,8.559258944,528.8515327,62.91138305,49.36415719,22.29191522,73.45739819,27.80994676,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,19.00411761,1054.548249,6.444650908,9.071038795,649.2032735,75.40691285,48.02482195,24.70354916,69.46940665,29.60973876,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.32112049,1100.284547,7.038999414,8.439301402,531.0257663,69.08239417,48.0820577,21.41869026,78.18251102,29.00888433,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,25.20858802,1115.672188,7.181089188,9.081546038,529.1768077,68.94248594,49.01186572,23.82508802,74.37505628,29.55385396,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.85847962,1084.428676,6.668013076,9.325363419,620.9269737,64.79235381,48.60047604,27.37310973,69.25711444,28.37086811,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,29.46577232,1098.333886,6.682957815,9.338888178,588.568588,66.65274759,48.33624962,22.48051522,76.36406204,29.13707501,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,21.43832211,1062.057841,6.923474355,8.469665076,654.7080139,69.37228753,49.19609856,23.45060613,69.59804709,27.80657302,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,22.34802716,1113.506462,6.65072621,9.338533449,599.8406709,68.74987812,47.85359666,25.84170445,72.01672738,28.8471629,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.43761455,1089.736642,6.932856176,8.741726589,492.6560911,72.15739419,48.96738861,24.90418598,72.90409924,28.81809365,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,21.91633279,1088.208265,6.842090283,9.451349256,385.4428044,71.50516746,48.19398629,27.23308491,71.36237116,28.07053105,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.97852665,1084.233623,6.447124278,9.518148754,527.4911279,68.22277298,48.24788875,22.81205075,73.29699865,29.54748149,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,28.90158333,1114.037432,6.246694585,9.425282914,389.4346022,72.8556047,48.10306048,19.89779267,72.01684646,29.90704795,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.93470354,1074.706737,6.944600468,8.698206589,480.7625809,72.26415549,48.54058335,23.78631122,71.30100989,29.39511174,low_acidic,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,19.9988791,1123.503678,6.882679078,8.944881766,389.1950868,67.75105165,48.02225518,29.89170486,72.57398343,29.64594443,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,27.85748887,1179.794775,6.770771517,8.959076307,578.1135893,70.82022933,49.76372303,27.69927315,67.63778064,28.13303654,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,20.40750521,1093.999757,6.408490808,9.230469696,444.7813292,70.22950959,48.15847137,21.67487045,70.41409066,28.74809721,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,23.65350308,1086.783896,6.921574233,9.052582779,572.4531738,67.901164,48.94940251,23.81155122,70.56372471,30.12761082,low_acidic,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,27.81222164,1124.329906,6.748794674,8.921186003,413.2559843,69.22845805,48.71632543,25.93079407,76.51851322,29.68145126,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.74875927,1064.607129,6.707394944,9.142809149,532.7371202,72.12575957,47.53393296,32.37543055,71.89554874,28.92772786,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,25.38705882,1096.83273,6.322966603,9.474489237,534.5545063,68.28325263,48.55550429,21.90728538,69.50546147,29.34073609,low_acidic,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,25.38405675,1105.037619,6.516007474,8.887220563,491.49713,72.23267316,48.00183702,28.92733374,74.53771688,27.80613071,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.30542338,1163.276253,6.469742315,9.573630641,506.1334581,72.19456469,48.00724538,30.76486293,72.09178146,29.58550604,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,27.56176208,1149.781575,6.843590465,9.287815625,497.0601725,68.62998404,49.24680516,29.12577583,75.76978143,29.90518917,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.35023245,1120.273498,6.591142931,9.053150488,562.9296212,66.93503193,48.19298052,23.51509844,74.98749326,27.40052868,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,22.60335913,1050.345479,6.799244044,8.505125455,505.1558836,69.61193489,49.01456499,26.45719555,74.87347781,29.73805129,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.80579606,1085.641938,6.84521429,9.732082209,491.7081186,69.05796339,49.35693664,23.80808973,73.56970278,27.16247425,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,29.08891498,1114.772933,6.311372675,9.625511193,511.3878165,75.0478532,47.96541893,31.29184883,72.88421644,28.80151285,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,28.59533423,1088.865034,6.629210603,8.833392877,624.40177,71.32995271,48.13785537,27.96681048,72.7643626,29.45282457,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,25.54739031,1133.029669,6.397161691,8.945036341,608.3982135,67.16879539,49.56085107,27.88871326,75.27415017,29.45739753,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,27.79115613,1092.158116,7.247565448,9.405626645,599.6922025,67.19418357,48.15404115,29.88785096,70.57639813,28.89121807,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,23.73845504,1087.668384,6.776646815,9.494152993,447.0926253,72.31896891,48.73486149,22.03751403,75.14159796,28.74641169,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,23.19120886,1120.551578,6.63701458,9.013611446,583.5322755,69.54439407,48.47091112,25.09311823,72.9981124,29.93026089,low_acidic,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.61874463,1080.789013,7.087308922,8.829572326,438.6579701,70.61601875,48.22159709,36.63075686,71.8837276,27.76054968,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.6595011,1064.289784,6.640432032,8.824776426,521.4215637,64.12290776,48.91309724,27.10469885,72.32494214,29.59202851,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,28.35353439,1062.43241,6.576854672,8.987951707,563.6830476,69.2623693,48.87438358,29.0361444,71.31466481,29.47988796,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.07714454,1130.26322,6.672987865,8.965555248,547.8863458,67.30983322,47.92268785,37.65449391,75.0566094,29.43879687,low_acidic,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,19.43945999,1100.068481,7.170048173,8.783294065,536.4403342,69.16640118,48.67445305,20.96560015,71.60112174,28.3666421,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.23042354,1058.424436,6.876965571,8.476859925,681.8843488,70.85915338,48.5676477,25.36233602,73.8503838,29.0559007,low_acidic,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,22.88246044,1105.490651,6.993459851,8.846065807,648.5079204,73.94955588,47.21846562,30.71075289,70.19192212,29.5375778,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,26.84345069,1133.037027,7.135957624,8.981377298,643.0261568,69.7418388,48.10575803,19.41381111,69.4788184,29.18061323,low_acidic,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,23.46246188,1121.597658,6.740785728,8.476290437,666.6209679,71.78368217,48.11514244,18.02199217,74.63755789,29.96919893,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,28.08961998,1077.453278,6.963819443,8.723298052,407.8912733,67.28718156,48.49520279,25.74584869,73.0568198,30.21973888,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,25.41546925,1160.781287,6.759056604,8.949928151,657.7073361,71.3049451,47.99113643,29.78791958,72.97287625,27.37651883,low_acidic,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,21.5767893,1112.750062,6.506078147,9.575034775,546.4264571,69.37020613,49.06999612,28.10688042,73.68222694,27.82167368,low_acidic,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,25.35673436,1057.688958,6.691365208,9.301752183,482.7248971,72.19840169,47.49109976,26.21539656,72.47397514,29.14916183,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,28.90001504,1106.745563,6.408007158,8.576953747,655.2789052,71.90716081,48.31388965,26.85189203,70.4356043,29.3961755,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,28.53251872,1074.799179,6.994855713,8.68139137,353.715365,67.53760073,49.28439094,27.01690995,68.9394897,30.14122298,low_acidic,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,25.13653472,1122.94249,7.26532715,9.713822485,652.1052861,71.030174,47.95682024,24.8359023,70.0663718,28.50136151,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,25.70601031,1144.325305,6.754190869,9.187850521,656.0387057,70.09832745,48.37099816,34.27688657,71.71879403,28.1498012,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,27.25046835,1114.688104,6.399169861,8.950873683,628.903322,68.03128374,48.44600777,29.97881073,73.71189779,27.8283118,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,23.8146339,1097.577112,7.121826085,9.182432311,619.8809536,70.65289255,48.23406439,24.93451308,71.04078407,29.32090063,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,27.54727485,1143.481801,7.011727644,8.183954081,533.5289841,63.33240718,48.71860105,34.37388396,73.24491886,28.14507767,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,27.52895709,1154.588497,6.688755938,8.915980341,652.296816,71.11264474,48.23637845,27.02518927,71.75022546,29.32170444,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.46001629,1068.057676,6.574858328,8.564348025,571.7184046,72.88861323,49.20592182,29.60860713,68.77177619,28.509583,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.25736823,1053.079446,6.889818389,8.958372174,472.0050594,71.69471875,48.11827759,31.60560852,72.09665546,28.33121726,low_acidic,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,28.78471167,1054.791288,6.855929407,9.432394095,555.1941374,66.31493024,48.64788747,29.48464435,74.34856971,28.43421843,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,22.34187328,1093.584859,6.31888958,8.418352133,564.8392637,74.14240753,48.12760949,20.99195349,71.23035214,28.18875343,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,26.33638199,1061.198171,6.724330618,9.71169922,623.148415,72.75871757,48.85086324,36.44228442,73.05434681,29.54170567,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,28.25919775,1076.461852,6.890656465,8.683835209,588.4397803,72.20389197,49.25153416,26.91235906,75.73985659,28.30474023,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,25.06798675,1072.315113,6.918207779,9.115016731,525.8919373,73.33747741,48.13815356,23.97136,72.0119982,28.52377244,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,22.681843,1107.841156,6.700323536,9.211582942,456.9426885,72.90738974,49.02256417,31.7649392,72.53423168,27.41303264,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,24.55479162,1068.166082,6.907338983,8.67798839,573.3380579,62.15134858,48.59906541,24.56952283,77.49707213,29.04281695,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,26.47463611,1095.633292,6.086852965,8.880609028,442.502173,68.46452844,48.70088783,27.39641498,69.81228614,29.25591919,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,26.41391997,1086.002297,7.071638806,8.870777437,404.5666126,64.36193705,48.430107,23.78238527,78.19923587,29.26160969,low_acidic,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,25.76753173,1093.002852,6.516399233,8.783536894,641.5802373,71.74678257,48.477897,27.10773414,76.87757864,29.75652081,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,23.46317898,1115.889796,6.735729517,9.241184151,637.6329345,69.70034227,48.45953179,26.8541672,71.95393344,28.09838405,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,25.95101805,1156.906372,6.575904863,9.3313947,661.2403322,70.44955651,48.17085468,24.65819192,73.20722085,29.27146153,low_acidic,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,26.45215169,1078.817119,6.386742275,9.277348285,377.3076438,70.2763879,48.33658515,28.3875165,75.19298343,29.31653099,neutral,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,23.84130381,1098.798295,6.914315262,8.824122721,467.999946,68.44663445,48.32369309,30.60431605,73.98595859,28.42895039,neutral,Summer,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,22.85224932,1082.798797,6.913491368,8.907994631,492.4888713,65.87592196,47.91214446,23.03536682,72.53342664,27.57135399,low_acidic,Spring,Cucumbers
Sandy loam,High,Short Day Period,10:10:10,21.31580594,1085.21407,6.162691134,9.541600665,558.3563527,67.90939439,49.1288833,32.71168632,71.61178324,30.08097562,low_acidic,Spring,Cucumbers
Loamy,moderate,Short Day Period,10:10:10,16.75208896,734.9690481,5.483718923,7.211179455,339.5436246,72.93829072,206.5754438,82.78243867,185.4391411,29.76281877,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,21.60558081,587.99092,5.862718469,6.624011091,355.5667891,69.93730575,206.8862537,93.37217278,198.4273493,29.00736197,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,23.76707654,712.8900627,5.951252694,7.414496102,465.5665215,64.89791174,207.4696451,82.00694558,191.9472044,29.45108575,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,16.99796386,630.876662,5.399115852,7.451342585,421.9710854,71.58738874,192.1288742,93.25972796,183.697849,29.31057585,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,20.55529654,673.4066193,5.621425484,6.923607826,370.6644128,68.04685227,187.6282535,86.79387596,192.7763058,29.62647277,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,21.9507838,684.618742,5.565013857,6.688406375,488.0585903,75.15414429,222.2239672,92.87854446,209.9279149,28.75104628,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,16.17815598,700.9244263,5.489221759,6.936792958,450.8778564,68.31981504,204.264803,80.64852408,200.7217921,28.73967858,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,16.85440382,677.603316,5.4597225,7.230387034,347.0633266,70.93646069,241.19719,82.29809021,217.5397658,29.67330271,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,24.44203344,664.7507954,5.772481561,6.646189006,395.5027544,68.85830769,178.4137283,79.24413633,189.8994263,29.24623816,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,20.48279415,727.6022873,5.277281058,6.81967952,391.4851187,71.62476467,176.8028283,79.7371413,227.271123,29.21869937,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,21.07055311,669.1196669,5.61882906,6.757984313,378.689551,67.46871608,182.4135049,71.80338715,209.4278788,29.12471514,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,22.77879113,654.9358598,6.072089727,7.036966466,403.4850276,69.08206476,210.7464332,78.74424762,202.4505491,29.04302598,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,21.84612277,611.5524253,5.357187443,7.497110858,400.2152426,69.90582745,215.1190804,88.54190224,191.1210986,29.41683951,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,19.91269166,682.7646314,5.720033751,7.204975119,402.0464727,72.35606265,186.4078409,81.10674705,200.6042161,29.73352769,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,19.76509783,643.3791866,5.705938997,7.569652621,467.7934286,73.51647407,222.440477,77.80768008,166.2262864,29.33345077,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,20.29997588,751.6049569,5.281021142,6.996662752,379.4304757,75.67665257,177.1413261,91.89703961,198.3320915,29.36137296,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,20.85092889,731.8772624,5.700545186,7.820867747,406.5843383,71.51733382,194.546347,80.87713235,182.4609069,29.50129287,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,20.08642236,688.2517791,5.427765711,7.067299429,417.7614862,73.87745396,194.7335205,82.88128414,215.5175021,28.73455478,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,20.49786405,669.1995314,6.010519095,6.766053185,356.7726312,70.77631186,221.2035123,69.08404967,190.9688213,29.12662719,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,18.73396306,606.7390088,5.76743596,6.695135532,431.6140354,71.13250316,232.24398,77.83104726,195.5867005,29.00893312,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,21.53584068,717.593875,5.605329428,6.973371256,412.4631038,68.50910203,223.715438,87.30421663,187.1042207,29.24401788,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,18.09244524,657.4323058,6.044857923,6.602693404,407.5274153,68.78618765,195.6716731,80.53509399,181.6902734,29.14631925,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,20.33209865,582.4240375,5.649066081,7.206449932,402.5212882,73.89112472,185.7083716,93.04440934,179.5549722,29.56860795,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,19.79241705,586.4777553,5.974947269,7.191467192,368.682626,70.8770987,195.6997261,75.00207201,150.4898984,29.57531036,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,20.3118944,623.5204934,5.428742858,7.061306514,410.7101424,68.93571241,219.1652839,89.81188229,208.297342,29.53027132,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,21.76749282,644.4887233,5.23684273,7.057943162,441.2821684,74.60262132,169.3243042,77.10011463,200.3175251,29.19374011,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,23.34524066,598.1611135,5.692783282,7.608615218,409.7317641,75.51612842,203.4618585,84.31194029,176.955983,29.22693213,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,21.46904517,621.8293196,5.6019567,7.311987026,413.1132783,70.38722358,195.1615543,79.79297469,199.9342824,29.28627111,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,18.6969466,691.8456616,5.972673014,6.70049438,396.9002587,66.24875125,204.7993871,90.0666231,192.4345462,28.98671029,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,17.81134707,699.6931897,5.587756797,7.260755577,449.8675334,70.0921385,211.6800386,77.96718405,173.8761198,29.23916369,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,18.57417926,689.5084689,5.534800146,6.900470557,377.6178753,67.85533894,209.3858605,89.08004886,212.0697432,29.06389472,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,22.19296894,580.5591419,5.788451031,7.050497339,362.1187292,73.91900754,182.1606933,82.39439381,200.1931651,29.35236473,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,18.80999721,609.5008285,5.516614073,6.694683433,426.4325444,70.99027772,197.5167506,80.44229897,216.1544487,28.99042156,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,18.97842691,665.059463,5.077365751,6.96755858,419.3157902,70.36824876,222.139244,90.1266877,164.0304582,29.07561274,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,18.00311384,651.7009377,5.808831591,7.196966427,376.1989068,69.35048557,204.1919393,74.97368424,180.6959915,28.92764002,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,18.95869355,792.4031867,5.566273954,7.046296249,387.9694545,70.30077595,185.8015733,87.56314685,202.5680409,29.23535947,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,20.65675108,727.6057235,5.412580381,7.124123866,422.7052594,68.39779762,207.9374081,75.5162756,214.0504209,29.03717401,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,18.63414754,611.0243413,5.921760112,7.271971268,407.7351709,68.66272904,212.1239669,97.97268723,176.2231593,28.55989981,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,17.26933877,632.1814729,5.491345588,7.352361098,416.4108748,69.60182529,202.4544073,89.64109486,172.0437915,29.39034765,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,23.61488202,650.0722466,5.493576032,6.891762586,411.4661461,72.01401242,216.9845152,77.83652645,217.639937,29.44620621,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,20.76370972,539.3984376,5.494897019,6.990499866,405.9216638,66.42337028,196.802525,79.27071348,176.2010615,29.37134097,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,21.29348041,712.0945044,5.438914922,7.33932284,392.5233191,71.75850264,209.9334858,102.9154808,188.5215456,29.52517281,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,22.23581915,713.081392,5.534630588,7.273861094,441.569748,74.43683437,202.3257277,93.33770941,200.4405735,29.41639319,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,19.33157847,659.1855738,5.72901647,7.224145023,440.4931092,71.71302389,199.0001424,79.25450355,217.4979531,29.40365099,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,16.90048566,694.1079031,5.244258422,6.641450264,394.1427002,74.42913368,238.8995347,87.15725887,158.0383033,29.23550055,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,16.45250487,557.6135187,5.289290405,7.108503588,411.1123868,73.06405271,199.9609445,88.52039839,231.4428347,29.18783497,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,20.09388026,545.7167513,5.472799974,7.274903872,418.1827307,72.57975077,193.3939757,88.95373081,166.8328133,29.11084844,low_acidic,Fall,Potatoes
Loamy,moderate,Short Day Period,10:10:10,24.33169661,627.3630056,5.472967332,7.102147515,368.688137,72.30583633,225.9510029,86.27621673,184.4480274,28.68266641,low_acidic,Fall,Potatoes
